,category,filename,title,content
272,business,273.txt,Markets fall on weak dollar fears,rising price sinking dollar share monday finance minister meeting stern word chief alan greenspan london ftse fell tokyo nikkei dropped steepest fall three month finance minister said nothing supporting dollar whose slide could jeopardise growth japan europe greenspan warned asian state could soon stop funding deficit monday afternoon euro close alltime high dollar pushed higher monday investor fretted cold weather europe potential output producer group opec although price cooled london benchmark brent crude price closed cent 4438 barrel york light sweet crude closed cent 4864 barrel slide come attempting talk traditional strong dollar policy latest pitch president george bush told asia pacific economic cooperation apec summit chile remained committed halving budget deficit together 500bn trade spreading across america public finance widely seen factor driving dollar lower last week treasury secretary john snow told audience policy remained unaltered also said rate entirely market signal trader took advice sell dollar looked meeting direction snow made clear exchange rate agenda government letting dollar drift useful shortterm export affordable helping perhaps close trade meantime debt keep getting bigger congress authorising 800bn rise taking total trillion speech friday federal reserve chairman alan greenspan warned longer term thing likely tricky present much public debt covered selling bond asian state japan china since dollar seen world reserve currency similarly asian investment help bridge current account deficit whole spends earns already turning cautious auction debt august found taker greenspan said could turn trend fall dollar kept eating value investment seems persuasive given size current account deficit diminished appetite adding dollar balance must occur point said
273,business,274.txt,Google shares fall as staff sell,share google fallen employee early investor search took advantage first chance sell holding restriction imposed ahead flotation august prevent share dumped quickly onto market closelywatched initial public offering stock market history usbased company sold million share google share risen since fell 1233 tuesday close 17255 restriction known lockup eased piecemeal million additional share become free trade february 2005 selling share could turn many google worker millionaire fear potential increase share circulation tuesday would ease demand stock however analyst expected shareholder would holding back selling share immediately google good performance future growth potential mean demand hold first earnings report since floating stock market google said made profit three month ending september sale surged 8059m third quarter 3939m year earlier google main service internet search free user firm make much money selling advertising space linked word user search also sell technology company need make either website internal information system searchable
274,business,275.txt,Five million Germans out of work,germany unemployment figure rose psychologically important level five million last month wednesday german federal labour agency said jobless total reached 5037 million january take jobless rate effectively five million people unemployed government minister said earlier public television unemployment high germany since 1930s change statistic compiled partly explain jump 572900 number figure embarrassing government figure apparently worst weve seen postwar period number charged politically said christian jasperneite economist warburg could well recent renaissance weve seen ruling social democrat poll state election schleswigholstein north rhinewestphalia adverse effect government chance opposition also made political capital figure said million2 million people subsidised employment scheme fact looking real job added government reform including unpopular benefit cut enough government controversial hartz reform came effect beginning year unemployment benefit welfare support longterm unemployed officially classified looking work winter weather also took toll sector construction sector laid worker adjusted seasonal factor german jobless total rose 227000 january december
275,business,276.txt,India power shares jump on debut,share india largest power producer national thermal power corp ntpc risen stock market debut government partial selloff ntpc part controversial programme privatise staterun firm million share offer share sale government raised 54bn rupees12bn india second stock debut three month coming flotation software firm tata share offer eleven time oversubscribed good investment said suhas naik investment analyst mutual fund power need india rise ntpc benefit analyst success ntpc flotation would encourage government reduce stake power company ntpc said money share sale feed growing need country energystarved economy firm largest utility company india sixth largest power producer world
276,business,277.txt,Turkey turns on the economic charm,three year gruelling economic crisis turkey dressed economy impress part charm offensive ahead december european union decide whether start entry talk turkey economic leader banging drum draw attention recent achievement economy growing fast insist education level among young large population rising unemployment level percentage term heading fast towards single digit inflation control govern turbulent banking system card tourism industry booming revenue visitor double 21bn £108bn three year moreover government spending frozen burdensome social security deficit tackled income corporate tax next year order attract 15bn foreign investment next three year loan restructuring deal international monetary fund pretty much following recent macroeconomic restructuring effort currency floating freely central bank independent point convince europe decision maker rather phenomenally costly exercise allowing turkey would fact bring mass economic benefit cake bigger everybody said deputy prime minister abdullatif sener earlier month turkey burden budget admitted turkey would contribute almost euro £6bn budget 2014 according recent impact study country state planning organisation turkey gross domestic output grow year average contribution would rise le euro 2014 almost euro 2020 turkey could also help alleviate labour shortage europe population come 2014 four turk million people aged le literate qualified turkish population insisted sener make positive impact run contrary popular view turkey getting ready deep taxpayer wallet however turkey assertion confirmed brussels impact study indeed turkish membership would good news economy time cost projected vast early year turkey membership subsidy alone estimated exceed 165bn euro according prediction balloon 335bn euro would include vast agricultural subsidy regional though payment decline country farm sector currently employ three turk would employ five 2020 high initial expense would coupled risk benefit flagged turkey government would never delivered feel turkish project shunned fear rather providing educated sophisticated labour force europe large people leave turkey seek work abroad poor uneducated plentiful recently le palatable concern least liberal european circle voiced senior member state official talking darkly river islam oriental culture threat europe cultural richness course many opponent politically motivated view ranging xenophobic prejudice country muslim tradition welldocumented concern government human right record economic argument dismissed hand critic insist much optimism turkey economic roadmap overegged argument amplified rise country current account deficit 107bn first month year country massive debt includes 23bn owed billion borrowed international bond market also remains major obstacle ambition joining member state european union gross public debt typically gross domestic product say reza moghadam assistant director imf european department turkey gross debt double figure turkey debt largely arisen effort push banking reform bank 2001 caused country devastating recession question although turkey much better past remains quite vulnerable say michael deppler director imf european department debt high emerging economy factor decision maker whether turkey economic criterion economics science although state turkey economy important pace reform final decision december taken politician course guided political instinct
277,business,278.txt,SBC plans post-takeover job cuts,phone company communication said expects around 12800 job following 16bn £85bn takeover former parent said 5125 position would result network efficiency another 1700 sale department 3400 business operation 2600 across legal advertising public relation currently employ 163000 people employ 47000 takeover announced monday deal financed 15bn share well special dividend paid shareholder effectively mark founded 1875 telephone pioneer alexander graham bell bestknown company said estimated cost saving least 2008 main driver merger longdistance telecom firm mainly focused local market western also data network business takeover subject approval atts shareholder regulator company said expected complete agreement first half 2006
278,business,279.txt,German bidder in talks with LSE,deutsche boerse boss held constructive professional friendly talk london stock exchange chief said werner seifert chief executive clara furse amid rumour german group raise £15bn 29bn initial £13bn offer however rival suitor euronext also upped ante battle ahead talk friday paneuropean bourse said prepared make offer cash parisbased exchange owner liffe london reported ready raise £14bn fund news came deutsche boerse held third meeting since approach december turned london exchange undervaluing business however agree leave door open talk find whether significantlyimproved proposal would interest l shareholder customer meantime euronext combine paris amsterdam lisbon stock exchange also began talk statement thursday euronext said offer likely solely cash added assurance stage offer made deal either bidder would create biggest stock market operator europe second biggest world york stock exchange however neither side made formal offer source claiming step still week away deutsche boerse could also face mounting opposition home among sweetener reported discussed seifert furse plan move management cash eurex derivative market london well member executive board han reckers board member germany central bank bundesbank said cash trading also remain frankfurt something deutsche boerse could move headquarters boerse also important market segment must stay permanently frankfurt special importance business activity bank consultant said local government official frankfurt state hessen also spoken move wish headquarters stay maintain frankfurt standing number financial centre continental europe alois rhiel minister economic affair added
279,business,280.txt,Amex shares up on spin-off news,share american express surged tuesday said spin le profitable financial advisory subsidiary credit card travel service giant said offloading american express financial advisor aefa would boost profitability aefa 12000 adviser selling financial advice fund insurance million customer year delivered poor profit even loss excellent move american express focus core business sell laggard division problem quite time said marquis investment research analyst phil kain analyst estimate standalone aefa could market value 10bn £53bn unit acquired american express year investor diversified service minneapolis time firm amassing onestop financial empire however business selling investment never integrated rest group
280,business,281.txt,Axa Sun Life cuts bonus payments,life insurer life lowered annual bonus payouts 50000 withprofits investor regular annual bonus rate former equity withprofits policy 2004 blamed poor stock market performance adding recent gain offset market fall seen 2001 2002 estimated axas policyholder rest know fate march cut axas policy mean policyholder invested month endowment policy past year would final maturity payout £46998 equated annual investment growth rate said withprofits policy designed smooth peak trough stock market volatility however heavy stock market fall throughout 2001 2002 forced firm trim bonus rate policy stock market grown past month however enough undo damage occurred 2001 2002 spokesman mark hamilton spokesman told news payouts investor last january
281,business,282.txt,Chinese dam firm 'defies Beijing',china three gorge project corp refusing obey government order stop construction giant dam chinese state press said builder three gorge continuing work sister xiluodu said beijing news xiluodu largescale construction project called halt lack proper environmental check beijing news said company instead choose fine firm also ignored order stop construction project three gorge underground power plant three gorge project electrical power supply plant construction project targeted china state environmental protection agency sepa carried mandatory environmental impact assessment complied shutdown order china three gorge project corp could face fine 200000 yuan 24000 £12700 last week denied project violated regulation three gorge corporation along abided built project accordance said sepa order come chinese government appears trying cool country booming economy previously encouraged construction electricity generating capacity solve chronic energy shortage forced many factory parttime working last year 2004 china increased generating capacity 440700 megawatt xiluodu designed produce 12600 electricity built jinshajiang river golden sand upper reach yangtze known sister project main three gorge downstream half million people relocated drawing criticism environmental group overseas human right activist
282,business,283.txt,Stock market eyes Japan recovery,japanese share ended year highest level since july amidst hope economic recovery 2005 nikkei index leading share gained year close 1148876 point 2005 rise toward 13000 predicted morgan stanley equity strategist naoki kamiyama optimism financial market contrast sharply pessimism japanese business community earlier month quarterly tankan survey japanese manufacturer found business confidence weakened first time since march 2003 slower economic growth rising price stronger weaker export blamed fall confidence despite trader expect strength global economy benefit japan close sliding recession recent month structural reform within japan anticipated banking sector debt problem also help
283,business,284.txt,Iraqi voters turn to economic issues,beyond desperate security situation iraq lie economy tatter vicious cycle unemployment poor social service poverty made worse lack investment much hope elected government break deadlock first rule economy say radwan hadi deputy managing director aberdeenbased consultancy blackwatch petroleum service entered iraq 2003 hadis view government priority shared many iraqi economy become secondmost dominant issue many political party ahead sunday election according bristol university political scientist anne alexander working project look governance security postwar iraq creation rank high election manifesto iraqi people wish list nobody know exactly many iraqi work clear situation dire estimate iraq unemployment rate vary estimate 3040 washingtonbased independent thinktank brookings institution say iraq index progress made largely thanks country revenue exceeded 22bn since june 2003 iraq infrastructure mend notable improvement made area electricity supply irrigation telephone network reopening hospital serious problem remain growing divide have havenots angering voter iraqi woman told alexander frustration watched advert private hospital soon failed track basic medicine baghdad pharmacy observes hadi economy present mark divide rich richer poor poorer indication seen world finance contrast daily plight ordinary people private bank operate accordance islamic banking principle hope high future finance foreign bank buying sector national bank kuwait bought majority stake credit bank iraq jordanian investment bank export finance bank bought national bank iraq foreign firm also hope cash reconstruction effort bechtels effort rebuild school restore power attracted controversy well boosting bottom line halliburton enjoyed wealth military contract involvement foreign firm health banking sector beyond sits uneasily many iraqi accustomed state taking responsibility function essential making society work observes alexander seen selling iraq asset bringing multinationals expense iraqi business iraqi worker say consequently transitional government forced backtrack recent month proposal allow foreign ownership iraqi asset explains west easy forget otherwise brutal baathist regime used look majority iraq citizen rather well term creation social security healthcare opinion poll suggest people still want state take leading role providing thing alexander say area economy investment abroad still warmly welcomed insists hadi iraqi left country three decade think private sector evolve incredibly fast hadi say iraq vast natural resource support magnitude economic growth many foreign company keen actually entering country meaningful exception hadis blackwatch many small operator preparing much bigger future blackwatchs baghdadbased affiliate falcon group dozen people working across country kirkuk baghdad engineer geoscientists work iraqi ministry hammer technology transfer issue hadi point guy trying work iraqi business people business time life go iraq people take responsibility want live normal life
284,business,285.txt,EU 'too slow' on economic reforms,country failed place policy aimed making europe world competitive economy decade report say study undertaken european commission sought ass moved towards meeting economic target 2000 leader summit lisbon pledged european economy would outstrip 2010 economic target became known lisbon agenda commission report say country pace economic reform slow fulfilling lisbon ambition difficult impossible finland belgium denmark ireland netherlands actually followed policy recommendation among biggest laggard according report greece italy lisbon agenda increase number people employed europe encouraging older people woman stay workforce also raise amount private sector spends research development bringing greater discipline public spending debt level combined high environmental standard effort level playing field business throughout plan europe become world dynamic economy 2010 next week commission present revised proposal meet lisbon goal many people expect 2010 target quietly dropped
285,business,286.txt,China continues breakneck growth,china economy expanded breakneck 2004 faster predicted well 2003s news mean limit investment lending beijing try take economy boil china sucked material energy feed expansion could knockon effect rest world overheats official pointed industrial growth slowed service providing much impetus growth industrial output main target government effort impose curb credit investment 2004 previous year still consumer price rose faster 2004 adding concern sharp rise producer price could stoke inflation overall investment fixed asset still high previous year although peak seen first quarter 2004 result could higher interest rate china raised rate percentage point first hike nine year october 2004 despite apparent rebalancing economy overall growth picture remains strong economist said sign slowdown 2005 said congdon economist baring china economy gathering speed thanks domestic demand also soaring sale overseas figure released earlier year showed export sixyear high 2004 part impetus come relative cheapness yuan china currency government keep pegged close rate dollar much chagrin many lawmaker blame china lost job competitiveness despite urging ease official insist long ready make shift marketset rate need good feasible plan formulating plan also need time national bureau statistic chief deshui told reuters hope make fortune speculating renminbi revaluation succeed making profit
286,business,287.txt,Japan's ageing workforce: built to last,twenty battled tuberculosis eight year went clothing business marrying late thirty 101yearold torao toshitsune eaten fish pretty much every throughout life toshitsune japan 23000 centenarian club growing annually oldest member neat osaka detached house life sexagenarian daughter toshitsune keep regular routine copying buddhist sutra preparing traditional japanese ceremony task remarkably active senior citizen reveals next goal well whats important japan number toshitsune want outlive everyone come longevity japan country appears woman expect live four year longer american european outskirt kyoto 83yearold yuji shimizu contemplates phenomenon round golf younger friend seventy think food industry environment improved remark average live longer whether diet traditional family structure role clearly defined something gene japan elderly remarkable life game golf shimizu grandchild huge problem ahead japan world least fertile nation childbirth rate third 2007 japan population expected peak million shrink million middle century mean million fewer worker time number elderly almost doubled year 2050 birth rate remains people make population explains shigeo morioka international longevity centre tokyo japan finance stay track decade economic stagnation huge deficit spending public sector debt already country gross domestic product highest rate among industrialised country international monetary fund predicts falling birth rate take grip 2010 cost running japan welfare state double current account balance deteriorate unfortunately japan appears poorly prepared financially politically glen wood vice president deutsche security japan asks who going fund pension fund next generation indeed going japanese worker going build economy going leader going producer going forward option welfare reform another immigration possibly philippine indonesia emerging policy appears restricted limited number nursing staff standing next tokyo harbour version york statue liberty japan ready elli island japan never really liked option history think option thats becoming plausible necessary insists wood japan europe also face workforce decline immigration sensitive subject japanese economy facing fewer consumer 2050 mean slumping domestic sale car hitech home appliance perhaps even another property crash course japanese could always child government currently considering financial reward procreative couple similar operation australia would back 2030 today baby taxpayer demographic crisis like europe start unfold 2010 contrast japan course european union population expected increase million middle century although president bush must redevise social security take account rise america foresees positive contribution current account balance combined force fertility immigration voice japanese industry calling radical change nature japanese labour market want shift towards financial service though doubt persist country ability alone willingness move away manufacturing japan still problem getting viable banking system alone shifting auto business semiconductor business broad based tech manufacturing business overseas say wood japan either drive radical reform else risk vicious ageing recession falling demand lower take could result soaring budget pressure basket case currency come 2020 japan could dependent shrinking workforce industrialised power fear world number economy doomed permanent recession none toshitsunes concern anymore chuckle feel fine
287,business,288.txt,GE sees 'excellent' world economy,behemoth general electric posted jump quarterly sale profit declared great shape benefiting growth initiative excellent global economy said chief executive jeff immelt biggest firm based stock market valuation profit 537bn £286bn final three month 2004 sale came 437bn group whose business range engine television channel forecast sustained growth 1015 year next share rose news ending friday lower industry well material financial industrial sector picking said steve roukis analyst fund manager matrix asset advisor share said order fourth quarter higher period 2003 growth across board fourth quarter nine business delivered least doubledigit earnings growth said immelt full year 2004 gain le spectacular still respectable profit 166bn last year bought vivendi universal merging form universal success universal studio film portrait jazz musician charles helped boost earnings unit
288,business,289.txt,UK economy facing 'major risks',manufacturing sector continue face serious challenge next year british chamber commerce said group quarterly survey company found export picked last three month 2004 best level eight year rise came despite exchange rate cited major concern however found whole economy still faced major risk warned growth slow recently forecast economic growth slow 2004 little 2005 2006 manufacturer domestic sale growth fell back slightly quarter survey 5196 firm found employment manufacturing also fell expectation lowest level year despite positive news export sector worrying sign manufacturing said result reinforce concern sector persistent inability sustain recovery outlook service sector uncertain despite increase export order quarter noted found confidence increased quarter across manufacturing service sector although overall failed reach level start 2004 reduced threat interest rate increase contributed improved confidence said bank england raised interest rate five time november 2003 august last year rate kept hold since amid sign falling consumer confidence slowdown output pressure cost margin relentless increase regulation threat higher tax remain serious problem director general david frost said consumer spending decelerate significantly next 1218 month unlikely investment export rise sufficiently strongly pick slack
289,business,290.txt,Bank holds interest rate at 4.75%,bank england left interest rate hold widelypredicted move rate went five time november 2003 bank sought cool housing market consumer debt remained unchanged since august recent data indicated slowdown manufacturing consumer spending well mortgage approval retail sale disappointed christmas analyst putting drop le consumer confidence rising interest rate accompanying slowdown housing market knocked consumer optimism causing sharp fall demand expensive good according report earlier week british retail consortium said britain retailer endured worst christmas decade today change decision correct said david frost director general british chamber commerce clear sign economy slows ready take quick corrective action rate dismal report retail trade christmas sale worrying indicate general weakening consumer spending frost added housing market outlook remains highly uncertain widely accepted house price start falling sharply risk facing economy worsen considerably chief economist mccafferty said economy slowed recent month response rate rise difficult gauge christmas period likely pace activity summer bank juggle emergence inflationary pressure driven tight labour market buoyant commodity price risk overabrupt slowdown consumer activity said interest rate likely remain hold time thursday gloomy news manufacturing front office national statistic revealed british manufacturing output unexpectedly fell november fifth month past said manufacturing output dropped november matching similar unrevised fall october confounding economist expectation rise manufacturer organisation said expected hold interest rate continue near future also said evidence manufacturer confidence waning outlook world economy becomes uncertain evidence suggests last year rate increase helped rebalance economy without damaging recovery manufacturing said chief economist steve radley however business outlook start deteriorate bank stand ready rate economist predicted rate drop later year although others feel bank still think need rise happens bank remains concerned longterm risk posed personal debt rising year economic condition worsen
290,business,291.txt,Tobacco giants hail court ruling,tobacco company welcomed appeal court decision reject government 280bn £155bn claim alleged deceit smoking danger tobacco stock rose sharply wall street decision court washington found case filed clinton administration 1999 could brought federal antiracketeering law antismoking group urge government fight justice department said appeal among accused altria group reynolds tobacco lorillard tobacco liggett group brown williamson delighted decision sent reynolds share altria share charles blixt executive vicepresident reynolds tobacco said ruling dramatically transforms government lawsuit altria group said statement government must prove company engaged fraudulent behaviour past likely future government claimed tobacco firm manipulated nicotine level increase addiction targeted teenager multibillion dollar advertising campaign lied danger smoking ignored research contrary prosecutor wanted cigarette firm disgorge 280bn profit accumulated past year impose tougher rule marketing product brought case racketeering law passed deny mafia gang profit crime tobacco company denied illegally conspired promote smoking defraud public also said already many government demand landmark 206bn settlement reached state 1998 threejudge panel district columbia court appeal ruled friday government could firm antiracketeering law judge david sentelle ruling said law aimed putting illegal conduct going forward hold language comprehensive remedial scheme preclude disgorgement possible remedy case wrote justice department refused would appeal saying today received ruling reviewing spokeswoman said friday william corr campaign tobaccofree kid urged government continue pressing case today ruling excuse administration seek weak settlement let tobacco industry hook said
291,business,292.txt,Steady job growth continues in US,created fewer job expected december analyst said hiring enough derail world biggest economy according labor department figure 157000 job added last month took 2004s total million best showing five year creation last year main concern economy worry still remain condition steady growth 2005 analyst said unemployment rate stayed december 200000 job need created month figure drop respectable report said michael moran analyst daiwa security payroll growth december little lighter consensus forecast upward revision prior month increase manufacturing employment manufacturing cyclical area economy showing growth good indication economy solid growth track mean federal reserve likely continue policy raising interest rate lifted borrowing cost five time last year citing evidence economic recovery becoming robust creation last year main concern economy proved main topic debate presidential election demand worker booming condition steady growth overall compared previous year look great keep going stronger stronger expect case 2005 said kurt karl economist swiss york meanwhile economist cautioned reading much data federal reserve showing unexpected 87bn drop consumer debt november fall consumer spending make twothirds economic activity could help limit extent future interest rate rise economist said could number reason fall borrowing include credit card personal loan noting figure vary monthtomonth basis
292,business,293.txt,Glazer makes new Man Utd approach,malcolm glazer made fresh approach manchester united could lead valuing premiership club £800m tycoon wooing club last month approached united board detailed proposal confirmed glazer owns tampa buccaneer team hope lead formal accepted offer expected contain substantially le debt glazer already takeover attempt turned devil responded using shareholding vote three board member last november united turned based high level borrowing newspaper speculated recently tycoon gained support leading bank come stronger le debtladen last week however glazer issued statement stock exchange distancing meanwhile uniteds chief executive david gill said december talk would resume unless glazer came definitive proposal board confirmed bidder back statement issued sunday reading board confirm received detailed proposal subject various precondition form basis offer announcement made course succeed malcolm glazer still need approval major shareholder john magnier mcmanus club irish talk glazer proposed sale stake made comment latest approach united fan reacted anger announcement vehemently opposed proposed takeover glazer since first showed interest club september 2003 sunday announcement vowed fight fight tooth nail stop whatever offer say want anybody else taking united said mark longden independent manchester united supporter association campaign proposed takeover continue done since glazer first showed interest club
293,business,294.txt,Wall Street cheers Bush victory,stock market closed higher response george bush victory presidential election benchmark jones share index closed higher 10137 nasdaq rose 2004 many investor believe bush policy businessfriendly democrat challenger john kerry higher share price also reflect relief clear winner emerged proved tight poll investor worried outcome poll would inconclusive paving repeat legal wrangling marred 2000 election lost value three week immediately election unclear would occupy white house kerry conceded defeat wednesday abandoning lastditch hope carrying vote swing state ohio relief market decision move forward said ghriskey chief investment officer solaris asset management analyst predicted jump share price would shortlived saying investor would quickly focus health economy would look stock market rally bush kind oneday event said mayland clearview economics recent economic performance mixed solid growth offset disappointingly creation figure mounting worry record budget deficit elsewhere financial market wednesday dollar dipped slightly euro climbed price closed 5088 barrel york rise price partly reflects view president bush le likely kerry release supply strategic reserve share price london frankfurt paris also closed higher successive poll runup tuesday election shown candidate running neck neck economic issue well iraq forefront campaign swing state ohio suffered substantial loss past four year president bush handling economy became crucial election issue senator kerry attacked president bush economic record campaign hammering home fact 800000 job lost term office president bush focused fact million job created past year claiming vindicated taxcutting agenda future policy candidate pledged bring america 422bn federal budget deficit control senator kerry planned increase tax earning 200000 year president bush placed reform pension system heart economic agenda second term however economist said candidate economic programme rested questionable assumption future growth
294,business,295.txt,Business confidence dips in Japan,business confidence among japanese manufacturer weakened first time since march 2003 quarterly tankan survey found slower economic growth rising price stronger weaker export blamed fall december confidence level seen september bank japan said however september reading strongest year economy pause unlikely fall economy minister said feel slower next year year growth gentle situation recovery continue said economy minister heizo takenaka bank japan december survey balance manufacturer saying business condition better minus saying worse september japan economy grew three month september according revised data issued month recovery slowing world second biggest economy expected grow 2004 tankan index based survey 10227 firm manufacturer even pessimistic first quarter 2005 view suggest march reading could still positive territory weaker dollar decline strengthened making japanese export expensive china attempt cool fastgrowing economy also japanese industry sale abroad confidence among nonmanufacturers unchanged final quarter 2004 forecast drop point march survey nonetheless japanese firm stepping capital investment survey found pace quickening company reported expect invest year march 2005 previous year expectation increase september tankan
295,business,296.txt,Millions 'to lose textile jobs',million world poorest textile trade worker lose job trade rule introduced year charity warned world trade organisation multifibre agreement midnight december christian condemned move saying would almost million job bangladesh alone axed however supporter change claim mean increased efficiency lower cost western consumer also job created india china advocate argue said many developing country support quota stressed funding available country bangladesh help make transition fully liberalised market period adjustment required said spokesman keith rockwell country better others suggesting developing country well country appear order seen order surging many company continue existing trading relationship christian called british firm simply look worker report called rag rich rag added employment alternative available many sacked garment worker could worse job mainly female worker forced trade warned many million job could lost result liberalisation textile industry world fastest developing country rely textile export build growth example bangladesh textile account almost country export industry employ around million people pact helped developing country bigger share world market loser trade landscape vulnerable worker country bangladesh cambodia lanka nepal andrew pendleton christian aid head trade policy said hardpressed cope garment industry lose protection deeply concerned year spell misery huge number garment worker said consenus among member retain quota emphasised funding available country bangladesh help adjust liberalised market added impact change worker affected shakeup considered adding seismic change policy interest poor people first rather simply aiming liberalise market cost current perfect allow third world country like bangladesh onto first rung industrial development christian said international trade must governed race bottom pitch poor people another pendleton added
296,business,297.txt,"Dutch bank to lay off 2,850 staff",amro netherlands largest bank 2850 job result falling profit cut amounting bank workforce result oneoff charge 790m euro 11bn 1100 job investment banking 1200 human resource respectively amro third large european bank announce cutback past month following deutsche bank credit suisse group profitability fall mortgage lending united state bank largest single market following recent interest rate rise amros operation netherlands united kingdom hardest job also lost accounted profit first half 2004 across operation america asiapacific region restructuring designed improve efficiency reducing administrative cost increasing focus client service bank said course rise income year operating profit fall fall revenue amro currently 100000 staff profit growth coming year lower cost shedding job make total sense geijsen analyst bank oyens eeghen told bloomberg europe leading bank seem period retrenchment deutsche bank said earlier month would reduce german workforce 1920 many job lost credit suisse first boston
297,business,298.txt,Fannie Mae 'should restate books',mortgage company fannie restate earnings move likely billiondollar dent account watchdog said security exchange commission accused fannie using technique comply material respect accounting standard fannie last month warned record incorrect main mortgage firm freddie restated earnings £26bn last year probe book sec comment likely increase pressure congress strengthen supervision fannie freddie firm part financial system effectively underwrite mortgage market financing nearly half american house purchase dealing actively bond financial instrument investigation freddie june 2003 sparked concern wider health industry raised questionsmarks role office federal housing enterprise oversight ofheo industry main regulator pricked action ofheo turned attention fannie september year said firm tweaked book spread earnings smoothly across quarter play amount risk taken found similar problem watchdog chief accountant donald nicolaisen said fannie maes methodology assessing measuring documenting hedge ineffectiveness inadequate supported generally accepted accounting principle
298,business,299.txt,US to rule on Yukos refuge call,yukos said bankruptcy court decide whether block russia impending auction main production thursday russian firm filed bankruptcy protection attempt halt forced sale however judge letitia clark said hearing would continue thursday argument case would heard russian authority auction yuganskneftegas december huge bill sent yukos russian prosecutor forcing sale firm lucrative asset yuganskneftegas help 27bn £14bn back bill claim owed yukos filing bankruptcy protection last resort preserve right shareholder employee customer said yukos chief executive steven theede company added opted take action american court bankruptcy give worldwide jurisdiction debtor company property seeking judiciary willing protect value shareholder investment however firm based russia significant asset lawyer unsure outcome case stop body sunday zack clement lawyer yukos told judge clark emergency hearing houston texas wednesday well chapter bankruptcy protects firm creditor allowing continue trading restructure finance group also made claim damage russian government yukos asked houston court order russia arbitration press claim billion dollar damage campaign illegal discriminatory disproportionate claim clement said russian russian government obliged enter arbitration international added opening firm yuganskneftgas unit le half 20bn yukos adviser worth believe significant bidder auction sunday gazprom said referring russia natural giant yukos maintains forced auction illegal cause company suffer immediate irreparable harm many commentator believe russian government aggressive pursuit yukos politicallymotivated response political ambition former chief executive mikhail khodorkovsky khodorkovsky funded liberal opposition group arrested october last year fraud evasion charge still jail analyst believe production unit auctioned likely bought governmentbacked firm like gazprom effectively bringing large chunk russia lucrative industry back state control
299,business,300.txt,J&J agrees $25bn Guidant deal,pharmaceutical giant johnson johnson agreed medical technology firm guidant 254bn £13bn guidant producer equipment combat heart problem implant defibrillator pacemaker analyst said deal aimed offsetting johnson johnson reliance slowing drug business also pointed merger likely drug healthcare industry fragmented pressure cost number johnson johnson product facing patent expiration company also battling fierce competition generic product meanwhile demand defibrillator give heart small electric shock irregular heartbeat rhythm detected expected increase analyst said move johnson johnson widely expected firm guidant share wednesday closing price analyst antitrust regulator could force firm shed overlapping stent operation stent tube used keep artery open unblocked
300,business,301.txt,Libya takes $1bn in unfrozen funds,libya withdrawn asset asset previously frozen almost year libyan central bank said move came lifted trade reward tripoli giving weapon mass destruction vowing compensate lockerbie victim original size libya fund 400m central bank told reuters however withdrawal mean libya tie added process opening account bank united state central bank vice president farhat omar gadaravice said previously frozen asset invested various country believed included equity holding bank trade economic activity tripoli imposed president ronald regan 1986 series deemed terrorist act including 1988 lockerbie crash suspended april banker country working unfreeze libya asset
301,business,302.txt,Cactus diet deal for Phytopharm,slimming made southern african cactus developed firm phytopharm unilever anglodutch food giant unilever help pharmaceutical firm develop snack containing hoodia extract phytopharm share jumped news analyst saying sale 600m £309m year possible plant licensed phytopharm 1997 used thousand year sans bushman kalahari desert stave hunger study reportedly shown plant curb appetite instead reducing calorific intake like many existing product phytopharm receive initial £65m unilever potential total £21m well future royalty product sale deal production hoodia cactus phytopharms nursery south africa also rise eight million plant potentially hundred million said phytopharm chief executive richard dixey firm initially hoped market slimming drug hoodia pfizer research collaboration came 2003 analyst said unilever could launch product 2007 deal go long restoring market faith phytopharms pipeline pfizer exit said analyst erling refsum nomura
